,game_id,date,title,price,score,playtime_forever,playtime_2weeks,downloads,popular_genres,common_genres,unpopular_genres,price_discr
1779,901553.0,2010-09-23,Serious Sam HD: Gold Edition,0.0,,,,,Action,FPS,,
1780,63800.0,2010-09-24,Delve Deeper,4.99,1.0,61941.0,525.0,295.0,Strategy Indie Adventure RPG Singleplayer,Turn-Based Multiplayer,Mining,1
1781,40350.0,2010-09-24,Lost Horizon,9.99,,4666.0,0.0,32.0,Adventure,Point & Click,,1
1782,45740.0,2010-09-27,Dead Rising® 2,19.99,0.6666666666666666,838326.0,6048.0,2043.0,Action Adventure Singleplayer RPG,Zombies Open World Co-op Third Person Online Co-Op Gore Comedy Survival Funny Character Customization Multiplayer Sandbox Crafting Multiple Endings Horror,3D Vision,2
1783,57000.0,2010-09-27,NyxQuest: Kindred Spirits,2.99,2.0,3080.0,0.0,77.0,Adventure Action,Platformer Female Protagonist Puzzle,Mythology,1
1784,43000.0,2010-09-28,Front Mission Evolved,9.99,1.0,72713.0,22.0,576.0,Action,Shooter Third-Person Shooter Sci-fi Third Person,Mechs,1
1785,9960.0,2010-09-28,Haunted House™,5.99,,359.0,0.0,18.0,Adventure,,,1
1786,67330.0,2010-09-28,Mafia II DLC: Greaser Pack,2.99,,,,,Action,,,1
1787,35130.0,2010-09-28,Lara Croft and the Guardian of Light,9.99,,127850.0,15.0,2132.0,Action Adventure Singleplayer,Co-op Local Co-Op Puzzle Female Protagonist Platformer Online Co-Op Puzzle-Platformer Multiplayer Third Person Twin Stick Shooter Isometric Arcade Local Multiplayer Exploration Controller Difficult,Lara Croft,1
1788,65920.0,2010-09-28,Borderlands: Claptrap's Robot Revolution,9.99,,,,,RPG Action,FPS,,1
1789,40135.0,2010-09-28,Supreme Commander 2: Infinite War Battle Pack,4.99,,,,,Strategy Singleplayer,RTS Multiplayer,,1
1790,67350.0,2010-09-28,Mafia II DLC: Vegas Pack,2.99,,,,,Action,,,1
1791,67340.0,2010-09-28,Mafia II DLC: Renegade Pack,2.99,,,,,Action,,,1
1792,67360.0,2010-09-28,Mafia II DLC: War Hero Pack,2.99,,,,,Action,,,1
1793,55020.0,2010-09-29,Air Forte,9.99,,1149.0,0.0,109.0,Casual,Education,,1
1794,24650.0,2010-10-01,Trainz Settle and Carlisle,19.99,,1614.0,0.0,112.0,Simulation,Trains,,2
1795,60600.0,2010-10-06,ProtoGalaxy,0.0,,1668.0,0.0,338.0,Action Indie,Co-op,,
1796,8970.0,2010-10-06,Axel & Pixel,4.99,0.0,3991.0,0.0,116.0,Indie,Point & Click,,1
1797,35417.0,2010-10-07,Killing Floor: PostMortem Character Pack,7.99,,,,,Action,,,1
1798,42920.0,2010-10-08,The Kings' Crusade,9.99,0.5,21507.0,36.0,157.0,Strategy,Medieval,,1
1799,70500.0,2010-10-08,Diamond Dan,0.99,,3371.0,0.0,93.0,Indie Casual Action Adventure,Platformer,,0
1800,38920.0,2010-10-08,Rhythm Zone Mesh Visualizer DLC,0.99,,,,,Indie Casual,,,0
1801,38921.0,2010-10-08,Rhythm Zone Revolution Visualizer DLC,0.99,,,,,Indie Casual,,,0
1802,70200.0,2010-10-11,Governor of Poker 2,7.99,,12478.0,65.0,37.0,Casual Adventure Simulation,Card Game,,1
1803,70210.0,2010-10-11,Governor of Poker 2 - Premium Edition,14.99,,23944.0,19.0,88.0,Casual Simulation Adventure Indie,Card Game,,2
1804,47790.0,2010-10-12,Medal of Honor™,19.99,1.1813333333333331,430740.0,2117.0,6036.0,Action Singleplayer Adventure,FPS Shooter Military Multiplayer First-Person War Realistic Co-op Mature Stealth Controller Atmospheric Open World,Modern Linear America,2
1805,395910.0,2010-10-14,Get Rich or Die Gaming,2.99,0.0,52.0,0.0,25.0,Adventure,,,1
1806,39690.0,2010-10-15,ArcaniA,19.99,0.8,105093.0,0.0,851.0,RPG Singleplayer Adventure Action,Open World Fantasy Third Person Action RPG Magic Medieval,Gothic,2
1807,46450.0,2010-10-15,Grotesque Tactics: Evil Heroes,9.99,,41449.0,0.0,325.0,RPG Strategy Indie Adventure Singleplayer Casual,Turn-Based Tactical Funny Fantasy Comedy Party-Based RPG JRPG Turn-Based Strategy Anime Turn-Based Tactics Dungeon Crawler,Parody Strategy RPG,1
1808,45750.0,2010-10-15,Lost Planet® 2,19.99,0.0,126411.0,83.0,469.0,Action Adventure Singleplayer,Co-op Third-Person Shooter Sci-fi Cult Classic Multiplayer Online Co-Op Shooter Third Person Character Customization Aliens,Mechs,2
1809,67000.0,2010-10-15,The Polynomial - Space of the music,6.99,,10971.0,13.0,361.0,Indie Action Casual Singleplayer,Music Rhythm Arcade First-Person Colorful Great Soundtrack Bullet Hell Flight,Psychedelic Score Attack Music-Based Procedural Generation,1
1810,57800.0,2010-10-15,Doc Clock: The Toasted Sandwich of Time,4.99,,7633.0,0.0,289.0,Casual Indie Adventure,Puzzle,,1
1811,22380.0,2010-10-19,Fallout: New Vegas,9.99,1.3836559139784947,34473323.0,128485.0,13131.0,RPG Singleplayer Action Adventure,Open World Post-apocalyptic Moddable First-Person Exploration Sci-fi Story Rich FPS Atmospheric Sandbox Action RPG Survival Character Customization Shooter Third Person,Western,1
1812,316320.0,2010-10-19,Disney•Pixar Cars Toon: Mater's Tall Tales,19.99,,887.0,0.0,25.0,Action Adventure,Family Friendly Racing,,2
1813,200080.0,2010-10-19,Nancy Drew®: Shadow at the Water's Edge,6.99,,8178.0,0.0,24.0,Adventure,Point & Click Mystery Female Protagonist Puzzle Detective,,1
1814,354640.0,2010-10-21,The Settlers Online,0.0,0.7000000000000001,146105.0,835.0,502.0,Strategy Simulation Action Singleplayer,Free to Play City Builder Multiplayer Medieval Classic RTS,,
1815,80300.0,2010-10-22,Puzzle Bots,4.99,,8414.0,0.0,305.0,Adventure Indie Singleplayer,Point & Click Puzzle Robots,,1
1816,212800.0,2010-10-22,Super Crate Box,0.0,1.2533333333333334,385493.0,519.0,3961.0,Indie Action Singleplayer,Free to Play Platformer Pixel Graphics 2D Shooter Multiplayer Arcade Difficult Retro Controller Fast-Paced Co-op Online Co-Op Great Soundtrack Family Friendly Rogue-like,GameMaker,
1817,50000.0,2010-10-25,Nimbus,9.99,,9784.0,0.0,124.0,Indie,Racing Puzzle Physics Difficult,Time Attack,1
1818,16868.0,2010-10-25,Civilization V - Babylon (Nebuchadnezzar II),4.99,,,,,Strategy,,,1
1819,18040.0,2010-10-25,DeathSpank,14.99,1.0,59211.0,0.0,372.0,RPG Action Indie Singleplayer,Comedy Action RPG Hack and Slash Local Co-Op,Parody,2
1820,6120.0,2010-10-25,Shank,9.99,0.66,85322.0,155.0,1101.0,Action Indie Singleplayer Adventure,Beat 'em up Local Co-Op Side Scroller 2D Platformer Gore Short Co-op Controller Multiplayer,,1
1821,32500.0,2010-10-26,STAR WARS™: The Force Unleashed™ II,19.99,0.8400000000000001,425819.0,2005.0,3095.0,Action Adventure Singleplayer,Sci-fi Third Person Hack and Slash Short Controller Story Rich Fantasy,Star Wars,2
1822,35460.0,2010-10-26,The Ball,9.99,0.5,57795.0,0.0,1105.0,Action Indie Adventure Singleplayer,Puzzle First-Person Physics FPS Horror,,1
1823,34315.0,2010-10-26,Alien Storm,2.99,,,,,Action,Arcade Beat 'em up,,1
1824,34316.0,2010-10-26,Bio-Hazard Battle™,2.99,,,,,Action,Shoot 'Em Up,,1
1825,34318.0,2010-10-26,Decap Attack™,2.99,,,,,,Platformer 2D,,1
1826,34319.0,2010-10-26,Ecco™: The Tides of Time,2.99,,,,,Adventure,Classic Horror,Underwater,1
1827,71110.0,2010-10-26,ESWAT™: City Under Siege,2.99,,,,,Action,Retro Cyberpunk Platformer 2D,,1
1828,71111.0,2010-10-26,Flicky™,2.99,,,,,,Arcade 2D Platformer,,1
1829,71113.0,2010-10-26,Sonic The Hedgehog,4.99,,,,,Adventure Action Singleplayer,Platformer Classic 2D Great Soundtrack Retro 1990's Fast-Paced Family Friendly Pixel Graphics Colorful Difficult,,1
1830,71112.0,2010-10-26,Golden Axe™ II,2.99,,,,,Action,Beat 'em up 2D Classic,,1
1831,47894.0,2010-10-26,The Sims™ 3 Late Night,19.99,,,,,Simulation,,,2
1832,34317.0,2010-10-26,Columns™ III,2.99,,,,,Casual,Puzzle,,1
1833,71115.0,2010-10-26,Virtua Fighter™ 2,2.99,,,,,Action Simulation,Fighting,,1
1834,47810.0,2010-10-26,Dragon Age: Origins - Ultimate Edition,29.99,1.2466666666666666,3510522.0,18720.0,2641.0,RPG Singleplayer Adventure Strategy Action,Fantasy Story Rich Party-Based RPG Choices Matter Real-Time with Pause Mature Character Customization Female Protagonist Dark Fantasy Multiple Endings Classic Open World Tactical Moddable,Dragons,3
1835,71114.0,2010-10-26,Sword of Vermilion™,2.99,,,,,RPG,,,1
1836,901583.0,2010-10-27,Grand Theft Auto IV: Complete Edition,29.99,,,,,Action Adventure Singleplayer,Open World Multiplayer Third Person Sandbox Third-Person Shooter Moddable Shooter Physics Atmospheric Classic Funny Dark Humor Co-op Gore,Bowling Crime Satire,3
1837,40406.0,2010-10-27,AI War: Children of Neinzul,1.99,,,,,Strategy Indie,,,0
1838,381990.0,2010-10-28,Dragon Saga,0.0,1.5,51156.0,906.0,337.0,RPG Action,Free to Play Massively Multiplayer MMORPG Anime Multiplayer Cute,Dragons,
1839,58520.0,2010-10-28,Blood Bowl® Legendary Edition,9.99,0.0,396265.0,860.0,1274.0,Strategy Singleplayer,Sports Turn-Based Board Game Fantasy Turn-Based Strategy Multiplayer Tactical,Games Workshop Warhammer 40K,1
1840,41660.0,2010-10-28,Tommy Tronic,9.99,,89.0,0.0,12.0,Action Adventure Indie,,,1
1841,90200.0,2010-10-29,Farming Simulator 2011,9.99,,160655.0,1.0,142.0,Simulation,Multiplayer Open World,Agriculture,1
1842,2450.0,2010-10-29,Bloody Good Time,4.99,0.4,173980.0,305.0,409.0,Action,FPS Multiplayer Comedy Funny Shooter Gore First-Person,,1
1843,72900.0,2010-10-29,Winter Voices,4.99,0.22,10757.0,0.0,83.0,RPG Indie Adventure Singleplayer,Female Protagonist Atmospheric Turn-Based Strategy Story Rich Turn-Based Isometric,Psychological,1
1844,38922.0,2010-10-29,Rhythm Zone:  Deep Ocean Visualizer,0.99,,,,,Indie Casual,,,0
1845,357080.0,2010-10-31,Official Guide - Millennium 3,3.99,,,,,RPG Indie Casual Adventure,Female Protagonist,,1
1846,49320.0,2010-11-02,Woody Two-Legs: Attack of the Zombie Pirates,4.99,,956.0,0.0,83.0,Casual,,Pirates,1
1847,63700.0,2010-11-02,BIT.TRIP BEAT,9.99,2.0,75019.0,4.0,949.0,Indie Action Casual Singleplayer,Rhythm Music Arcade Minimalist Great Soundtrack Difficult 2D Retro Pixel Graphics,Mouse only,1
1848,42964.0,2010-11-02,Victoria II: Interwar Spritepack,1.99,,,,,Strategy,,,0
1849,43011.0,2010-11-02,Front Mission Evolved: Wanzer Pack 2,3.99,,,,,Action,,,1
1850,65400.0,2010-11-02,Archon Classic,9.99,,2851.0,0.0,68.0,Strategy Indie,Remake Retro Classic Board Game 4 Player Local,,1
1851,46362.0,2010-11-02,Theatre of War 2 - Battle for Caen,1.99,,,,,Strategy Simulation,World War II,,0
1852,33990.0,2010-11-03,Alternativa,12.99,,851.0,0.0,54.0,Adventure Singleplayer,Point & Click Sci-fi Cyberpunk,Dystopian,2
1853,33980.0,2010-11-05,Pound of Ground,9.99,0.0,4298.0,0.0,70.0,Action Singleplayer,Zombies Third Person Third-Person Shooter,,1
1854,43013.0,2010-11-09,Front Mission Evolved: Weapon Pack 2,2.99,,,,,Action,,,1
1855,38923.0,2010-11-09,Rhythm Zone Tornado Visualizer DLC,0.99,,,,,Indie Casual,,,0
1856,42700.0,2010-11-09,Call of Duty®: Black Ops,39.99,1.5027777777777778,8752303.0,38759.0,5637.0,Action Singleplayer Adventure,FPS Zombies Multiplayer Shooter First-Person War Military Online Co-Op Co-op Gore Story Rich Controller Massively Multiplayer Horror Point & Click,Cold War Linear,3
1857,38924.0,2010-11-09,Rhythm Zone DJ Table Visualizer DLC,1.99,,,,,Casual Indie,,,0
1858,9980.0,2010-11-10,The UnderGarden,6.99,,3997.0,0.0,80.0,Casual,Puzzle Relaxing Exploration,,1
1859,90500.0,2010-11-10,Guardians of Graxia,4.99,,11344.0,0.0,209.0,Strategy,Card Game Fantasy Turn-Based Board Game,,1
1860,209230.0,2010-11-11,Sherlock Holmes and The Hound of The Baskervilles,9.99,,4753.0,129.0,72.0,Adventure Casual,Hidden Object Puzzle Point & Click Detective,,1
1861,41805.0,2010-11-11,Gratuitous Space Battles: The Nomads,5.99,,,,,Strategy Indie Simulation,,,1
1862,61600.0,2010-11-16,Zen Bound 2,4.99,0.6666666666666666,11695.0,0.0,564.0,Casual Indie Singleplayer,Puzzle Relaxing,,1
1863,43014.0,2010-11-16,Front Mission Evolved: Wanzer Pack 3,3.99,,,,,Action,,,1
1864,47870.0,2010-11-16,Need For Speed: Hot Pursuit,19.99,1.12375,1216877.0,2501.0,2388.0,Action Singleplayer Simulation Adventure,Racing Multiplayer Open World Driving Arcade Great Soundtrack Controller Co-op Remake Atmospheric Massively Multiplayer Online Co-Op Realistic Funny,,2
1865,22670.0,2010-11-17,Alien Breed 3: Descent,9.99,,9387.0,165.0,857.0,Action,Shooter Third Person Sci-fi Isometric Aliens Co-op Top-Down Shooter,,1
1866,703260.0,2010-11-18,Blast,4.99,,,,,Action Indie Casual,,,1
1867,72400.0,2010-11-18,Clones,4.99,,1445.0,0.0,95.0,Indie Adventure Strategy Casual,Puzzle,Lemmings,1
1868,33570.0,2010-11-18,Patrician III,4.99,,28761.0,282.0,294.0,Strategy Simulation RPG,Economy Historical Management,Trading,1
1869,62000.0,2010-11-18,Flight Control HD,4.99,2.0,32188.0,0.0,238.0,Casual Action Singleplayer Indie Strategy,Arcade Touch-Friendly,,1
1870,90503.0,2010-11-19,Guardians of Graxia Map Pack,1.99,,,,,Strategy,,,0
1871,307920.0,2010-11-19,Wildlife Park 2 - Farm World,3.99,,555.0,0.0,40.0,Casual Simulation Strategy Indie,Realistic Economy Sandbox Family Friendly Management,,1
1872,72902.0,2010-11-19,Winter Voices Episode 1: Those who have no name,4.99,,,,,Adventure RPG Indie,,,1
1873,318950.0,2010-11-19,Disney's Tangled,19.99,,523.0,0.0,14.0,Adventure Action,Family Friendly Female Protagonist,,2
1874,50147.0,2010-11-22,Mafia II DLC: Joe's Adventure,9.99,,,,,Action Adventure,Open World,,1
1875,31280.0,2010-11-22,Poker Night at the Inventory,4.99,1.1293877551020408,1955381.0,2871.0,7653.0,Casual Singleplayer Strategy Simulation Indie Action,Card Game Comedy Funny Sports Touch-Friendly Multiplayer First-Person Point & Click Memes,Gambling Conversation,1
1876,43005.0,2010-11-23,Front Mission Evolved: Map Pack,3.99,,,,,Action,,,1
1877,43006.0,2010-11-23,Front Mission Evolved: Last Stand,4.99,,,,,Action,,,1
1878,275350.0,2010-11-26,Sentinel 3: Homeworld,6.99,,10665.0,0.0,32.0,Strategy Indie,Tower Defense Sci-fi,,1
1879,55140.0,2010-11-26,MX vs. ATV Reflex,19.99,1.328,701010.0,1519.0,2232.0,Singleplayer Action Simulation,Racing Sports Multiplayer Open World Moddable,Offroad,2
1880,16862.0,2010-11-30,Civilization V - Cradle of Civilization Map Pack: Americas,2.99,,,,,Strategy,,,1
1881,18050.0,2010-11-30,DeathSpank: Thongs of Virtue,14.99,,32736.0,4.0,293.0,Action RPG Indie,Action RPG Comedy Local Co-Op Hack and Slash,Parody,2
1882,40800.0,2010-11-30,Super Meat Boy,14.99,1.085373134328358,2463335.0,5360.0,8521.0,Indie Singleplayer Action Adventure Casual,Platformer Difficult 2D Great Soundtrack Fast-Paced Retro Controller Pixel Graphics Gore Funny Comedy Side Scroller Replay Value Level Editor,Time Attack,2
1883,65720.0,2010-11-30,Arma 2: Private Military Company,8.99,,75880.0,230.0,2579.0,Simulation Action Strategy,Military Realistic Tactical FPS Open World,,1
1884,16863.0,2010-11-30,Civilization V - Cradle of Civilization Map Pack: Mesopotamia,2.99,,,,,Strategy,,,1
1885,16860.0,2010-11-30,Civilization V - Cradle of Civilization Map Pack: Mediterranean,2.99,,,,,Strategy,,,1
1886,16861.0,2010-11-30,Civilization V - Cradle of Civilization Map Pack: Asia,2.99,,,,,Strategy,,,1
1887,40380.0,2010-11-30,nail'd,4.99,0.0,21146.0,261.0,319.0,Action,Racing Great Soundtrack,Offroad,1
1888,63500.0,2010-12-02,Swords and Soldiers HD,9.99,1.6666666666666667,93097.0,11.0,775.0,Strategy Indie Casual Action,2D Tower Defense Cartoony Side Scroller Multiplayer,,1
1889,72500.0,2010-12-02,Arcadia,4.99,,2029.0,0.0,39.0,Indie Casual,Shoot 'Em Up,,1
1890,38720.0,2010-12-03,RUSH,4.99,1.0,98594.0,6.0,1234.0,Indie Casual Strategy Singleplayer,Puzzle Abstract Colorful,,1
1891,24963.0,2010-12-03,Battlefield Bad Company 2: SPECACT Kit Upgrade,5.99,,,,,Action,FPS,,1
1892,90400.0,2010-12-03,Blue Toad Murder Files™: The Mysteries of Little Riddle,4.49,,1101.0,0.0,74.0,Adventure Casual,Puzzle,,1
1893,315440.0,2010-12-07,Disney TRON: Evolution,19.99,,7591.0,121.0,48.0,Action Adventure,Sci-fi Parkour Cyberpunk Third Person Futuristic,,2
1894,78000.0,2010-12-07,Bejeweled® 3,4.99,0.0,801439.0,1658.0,1089.0,Casual Singleplayer Strategy,Puzzle Match 3 Touch-Friendly Great Soundtrack Relaxing,,1
1895,370540.0,2010-12-07,Gary Grigsby's War in the East,79.99,,3595.0,44.0,3.0,Strategy Simulation Singleplayer,World War II Grand Strategy Turn-Based Strategy Replay Value Multiplayer Turn-Based Historical,Wargame Strategy RPG,3
1896,287090.0,2010-12-09,Battle Academy - Blitzkrieg France,9.99,,,,,Strategy,,,1
1897,288730.0,2010-12-10,Redneck Racers,2.99,,1284.0,0.0,26.0,Casual,Racing,,1
1898,10260.0,2010-12-10,PT Boats: South Gambit,6.99,,2334.0,0.0,24.0,Simulation,,Naval,1
1899,48950.0,2010-12-10,Greed Corp,9.99,1.0,52995.0,461.0,722.0,Strategy Singleplayer,Turn-Based Multiplayer Puzzle Turn-Based Strategy Local Multiplayer,Hex Grid,1
1900,48139.0,2010-12-13,The Settlers 7: Downloadable Content Pack III,14.99,,,,,Strategy,,,2
1901,35419.0,2010-12-14,"Killing Floor ""London's Finest"" Character Pack",7.99,,,,,,,,1
1902,65200.0,2010-12-14,Dive to the Titanic,9.99,,992.0,0.0,13.0,Simulation,,,1
1903,50146.0,2010-12-15,Mafia II DLC: Betrayal of Jimmy,9.99,,,,,Action,Open World,,1
1904,16867.0,2010-12-16,Civilization V - Civ and Scenario Double Pack: Spain and Inca,7.49,,,,,Strategy,,,1
1905,24096.0,2010-12-17,Train Simulator: Falmouth Branch Route Add-On,12.99,,,,,Simulation,Trains Open World Sandbox Physics Atmospheric Realistic Family Friendly TrackIR Co-op,,2
1906,72903.0,2010-12-17,Winter Voices Episode 2: Nowhere of me,4.99,,,,,Adventure RPG Indie,,,1
1907,299180.0,2010-12-17,Millionaire Manor,4.99,,1538.0,0.0,60.0,Adventure Casual,Hidden Object Puzzle Point & Click,,1
1908,47880.0,2010-12-18,Battlefield: Bad Company 2 Vietnam,14.99,,,,,Action Singleplayer,FPS Multiplayer War Shooter Great Soundtrack First-Person Co-op Historical Atmospheric World War II,,2
1909,90210.0,2010-12-20,Farming Simulator 2011 Equipment Pack 1,6.99,,,,,Simulation,,,1
1910,15740.0,2010-12-20,Oddworld: Munch's Oddysee,4.99,,63215.0,2227.0,939.0,Adventure Action Strategy,Platformer Comedy 3D Platformer Classic Puzzle,,1
1911,15750.0,2010-12-20,Oddworld: Stranger's Wrath HD,9.99,0.8879999999999999,105010.0,35.0,915.0,Adventure Action Singleplayer Strategy,Comedy Classic FPS Third Person Action-Adventure Open World Third-Person Shooter,Western,1
1912,320670.0,2010-12-23,Season Match 3 - Curse of the Witch Crow,4.99,,5670.0,30.0,20.0,Casual Adventure,Match 3 Puzzle Atmospheric,,1
1913,45500.0,2010-12-23,Clickr,4.99,,25222.0,152.0,241.0,Indie Casual,Puzzle Multiplayer Fast-Paced,Clicker,1
1914,321610.0,2011-01-01,Demonlisher,4.99,0.0,29.0,0.0,42.0,Casual,,,1
1915,586460.0,2011-01-01,Greyhound Manager 2 Rebooted,14.99,,,,,Indie Simulation,Sports,,2
1916,362780.0,2011-01-06,18 Wheels of Steel: Extreme Trucker 2,9.99,,121.0,0.0,17.0,Simulation,Driving,,1
1917,35136.0,2011-01-07,Lara Croft GoL: All the Trappings - Challenge Pack 1,3.49,,,,,Action Adventure,,,1
1918,35138.0,2011-01-07,Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,3.49,,,,,Action Adventure,,,1
1919,35137.0,2011-01-07,Lara Croft GoL: Things that Go Boom - Challenge Pack 2,3.49,,,,,Action Adventure,,,1
1920,35135.0,2011-01-07,Lara Croft GoL: Raziel and Kain Character Pack,3.49,,,,,Action Adventure,,,1
1921,716310.0,2011-01-11,Crazy Toad,4.99,,,,,Indie Casual,,,1
1922,33770.0,2011-01-11,Drakensang: The River of Time,19.99,,10839.0,325.0,62.0,RPG Singleplayer Adventure,Fantasy Real-Time with Pause Party-Based RPG Atmospheric Turn-Based,,2
1923,33390.0,2011-01-12,Zeit²,9.99,,248.0,0.0,20.0,Action Indie,Shoot 'Em Up Side Scroller,,1
1924,6370.0,2011-01-13,Bloodline Champions,0.0,2.0,18171.0,3.0,398.0,Action RPG,Free to Play Multiplayer Massively Multiplayer PvP Fast-Paced Competitive,MOBA,
1925,578870.0,2011-01-16,MegaGlest,0.99,,,,,Strategy Indie Singleplayer,Team-Based Multiplayer,Real-Time,0
1926,51060.0,2011-01-19,Drawn®: The Painted Tower,9.99,,1736.0,0.0,9.0,Adventure Casual,Point & Click Puzzle Hidden Object,,1
1927,80000.0,2011-01-20,APOX,14.99,0.8300000000000001,15839.0,0.0,145.0,Strategy Action Indie,RTS,,2
1928,92300.0,2011-01-20,A.R.E.S.: Extinction Agenda,4.99,1.5,52130.0,0.0,308.0,Action Indie Singleplayer,Platformer Side Scroller Sci-fi Robots 2D Short Shooter Space Arcade,,1
1929,65080.0,2011-01-20,Kaptain Brawe: A Brawe New World,4.99,,1304.0,0.0,119.0,Adventure,Point & Click Sci-fi Comedy,,1
1930,25808.0,2011-01-21,Europa Universalis III: Divine Wind,9.99,,,,,Strategy,,,1
1931,4856.0,2011-01-21,Cossacks: Campaign Expansion,3.99,,,,,Strategy,,,1
1932,63200.0,2011-01-24,Monday Night Combat,4.99,0.0,494279.0,11.0,1136.0,Action Indie Strategy,Sports Third-Person Shooter Multiplayer Arena Shooter Comedy Tower Defense Co-op,MOBA Cartoon,1
1933,42910.0,2011-01-25,Magicka,9.99,1.2932530120481929,7029628.0,19876.0,12239.0,Action RPG Adventure Indie Singleplayer Strategy,Comedy Co-op Fantasy Multiplayer Online Co-Op Magic Funny Local Co-Op 4 Player Local Local Multiplayer Difficult Team-Based Action RPG Arcade,,1
1934,47780.0,2011-01-25,Dead Space™ 2,19.99,0.852,638127.0,4942.0,2857.0,Action Singleplayer Adventure,Horror Sci-fi Space Third Person Survival Horror Gore Third-Person Shooter Multiplayer Atmospheric Shooter Aliens Co-op Story Rich Survival Futuristic,Blood 3D Vision,2
1935,60340.0,2011-01-25,Luxor: 5th Passage,9.99,,7560.0,0.0,81.0,Casual Action Adventure,Match 3,,1
1936,71168.0,2011-01-26,Wonder Boy III: Monster Lair,2.99,,,,,Action,Platformer 2D Retro,,1
1937,48802.0,2011-01-26,Ship Simulator Extremes: Sigita Pack,3.99,,,,,Simulation,,,1
1938,71120.0,2011-01-26,Shining Force,2.99,,,,,RPG Strategy,Turn-Based Strategy JRPG Retro Fantasy,Strategy RPG,1
1939,71166.0,2011-01-26,ToeJam & Earl,4.99,,,,,Adventure,Classic Great Soundtrack Local Co-Op Rogue-like Comedy 2D,,1
1940,71117.0,2011-01-26,Gunstar Heroes,2.99,,,,,Action,Side Scroller Classic Shoot 'Em Up Platformer Co-op Local Co-Op 2D Great Soundtrack,,1
1941,71161.0,2011-01-26,Shining in the Darkness,2.99,,,,,RPG,Dungeon Crawler Retro Classic First-Person,,1
1942,71162.0,2011-01-26,Sonic 3 &  Knuckles,4.99,,,,,Singleplayer Action Adventure,Platformer Classic Great Soundtrack 2D Retro Replay Value Fast-Paced 1990's Family Friendly Multiplayer Colorful Local Multiplayer Local Co-Op Co-op Pixel Graphics,,1
1943,71164.0,2011-01-26,Streets of Rage,2.99,,,,,Action,Beat 'em up Classic Arcade 2D Great Soundtrack Retro Local Co-Op,,1
1944,71119.0,2011-01-26,Light Crusader,2.99,,,,,RPG,Retro,,1
1945,71118.0,2011-01-26,Landstalker: The Treasures of King Nole,2.99,,,,,RPG,Isometric Action RPG,,1
1946,71163.0,2011-01-26,Sonic The Hedgehog 2,4.99,,,,,Action Adventure Singleplayer,Platformer Classic Great Soundtrack 2D Retro 1990's Local Multiplayer Colorful Local Co-Op Family Friendly Fast-Paced,,1
1947,71165.0,2011-01-26,Streets of Rage 2,2.99,1.16,,,,Action,Beat 'em up Classic Great Soundtrack Retro Arcade Fighting Local Co-Op 2D,,1
1948,71160.0,2011-01-26,Shining Force II,2.99,,,,,RPG Strategy,Turn-Based Strategy Retro Fantasy JRPG Classic 2D,Strategy RPG Tactical RPG,1
1949,71116.0,2011-01-26,Alien Soldier,2.99,,,,,Action,Platformer Retro 2D Difficult,,1
1950,42000.0,2011-01-27,Trino,4.99,0.0,1696.0,0.0,15.0,Indie Casual,,,1
1951,47570.0,2011-01-28,Mishap 2: An Intentional Haunting - Collector's Edition,14.99,,509.0,0.0,4.0,Casual,Hidden Object,,2
1952,57700.0,2011-01-31,Who's That Flying?!,5.99,,3096.0,0.0,98.0,Action Indie Casual,Shoot 'Em Up,,1
1953,47897.0,2011-02-01,The Sims™ 3 Outdoor Living Stuff,19.99,,,,,Simulation,,,2
1954,90504.0,2011-02-01,Guardians of Graxia: Elves & Dwarves,2.99,,,,,Strategy,,,1
1955,63660.0,2011-02-02,Myst: Masterpiece Edition,5.99,0.66,5291.0,1.0,155.0,Adventure Casual,Point & Click Puzzle Classic Atmospheric Exploration Surreal Story Rich Mystery First-Person 1990's Steampunk,FMV,1
1956,24449.0,2011-02-03,King Arthur: The Druids,3.99,,,,,RPG,,,1
1957,7520.0,2011-02-03,Two Worlds II HD,19.99,0.336,526043.0,1169.0,1689.0,RPG Singleplayer Adventure Action,Open World Fantasy Third Person Exploration Multiplayer Co-op Action RPG Crafting Story Rich Hack and Slash Dark Fantasy Great Soundtrack Magic Nudity Violent,Inventory Management,2
1958,460970.0,2011-02-06,Soulcaster: Part I & II,4.99,,662.0,0.0,5.0,Indie Strategy Action,Tower Defense Great Soundtrack Pixel Graphics,Real Time Tactics,1
1959,312010.0,2011-02-08,Bird Assassin,1.99,0.0,3982.0,0.0,51.0,Action Adventure,Shooter,,0
1960,99200.0,2011-02-08,YOU DON’T KNOW JACK®,0.0,,2348.0,0.0,10.0,Casual,Comedy Local Multiplayer,,
1961,286460.0,2011-02-08,Black Mirror II,9.99,,1249.0,0.0,67.0,Adventure Singleplayer,Point & Click Horror Mystery Atmospheric Story Rich Puzzle Third Person,,1
1962,42925.0,2011-02-09,The Kings' Crusade: New Allies,3.99,,,,,Strategy,,,1
1963,384910.0,2011-02-10,Last Half of Darkness - Society of the Serpent Moon,4.99,,84.0,0.0,1.0,Adventure Indie Casual,Point & Click Puzzle Horror,,1
1964,57650.0,2011-02-10,DUNGEONS - Steam Special Edition,9.99,,93383.0,0.0,405.0,Strategy RPG Simulation,Fantasy,,1
